application_id,program_category,country,bit_program_applied,degree_language,previous_gpa,math_physics_background_score,research_alignment_score,publication_count,recommendation_strength,interview_score,english_test_type,english_score,chinese_proficiency,admission_decision,scholarship_tier
BIT20250536,Dual Degree,Egypt,Joint Mechanical Engineering,English-taught,3.1,6.1,4.2,1,7.0,91.0,IELTS,6.889502528266478,HSK2,Admitted,No Scholarship
BIT20250537,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.64,5.4,5.4,1,8.0,71.4,IELTS,7.107630470698606,HSK5,Admitted,Partial Scholarship
BIT20250538,Undergraduate,Zimbabwe,Mechatronical Engineering,English-taught,3.72,8.1,10.0,1,9.1,96.0,IELTS,7.268645553776706,HSK1,Admitted,Full Scholarship
BIT20250539,Postgraduate,Morocco,Optical Engineering,English-taught,1.81,6.7,2.3,0,6.5,74.8,IELTS,3.982802240059548,HSK1,Rejected,No Scholarship
BIT20250540,Undergraduate,Brazil,Physics,English-taught,3.65,6.9,6.2,0,6.6,99.8,DUOLINGO,121.75698124005727,HSK1,Admitted,No Scholarship
BIT20250541,Dual Degree,Pakistan,Joint Computer Science Program,English-taught,3.77,7.3,7.7,1,9.3,80.6,IELTS,7.719233012896315,HSK1,Admitted,Partial Scholarship
BIT20250542,Postgraduate,Kenya,Materials Science and Technology,English-taught,3.38,6.5,6.2,0,8.0,60.7,IELTS,5.662788744632667,HSK2,Rejected,No Scholarship
BIT20250543,Undergraduate,Ethiopia,Physics,English-taught,2.29,3.5,2.0,0,4.8,58.1,TOEFL,69.49029317535778,HSK1,Rejected,No Scholarship
BIT20250544,Postgraduate,Ethiopia,Mechanical Engineering,English-taught,2.5,2.6,2.4,0,5.6,53.7,IELTS,4.551498898146051,HSK1,Rejected,No Scholarship
BIT20250545,Postgraduate,Pakistan,Management Science and Engineering,English-taught,3.72,8.3,8.4,3,8.0,91.9,TOEFL,92.72718401110663,HSK1,Admitted,Full Scholarship
BIT20250546,Undergraduate,Zimbabwe,Medical Technology,Chinese-taught,2.66,4.5,2.7,0,6.0,42.7,IELTS,3.419773242297336,HSK3,Rejected,No Scholarship
BIT20250547,Undergraduate,Thailand,Mathematics and Statistics,English-taught,3.99,9.1,7.9,3,6.6,85.3,IELTS,8.09635548677592,HSK3,Admitted,Partial Scholarship
BIT20250548,Postgraduate,Malaysia,Computer Science and Technology,English-taught,2.45,4.5,5.8,1,7.0,86.9,DUOLINGO,94.4002563864054,HSK2,Rejected,No Scholarship
BIT20250549,Postgraduate,Zimbabwe,Mathematics,English-taught,3.17,4.6,4.6,0,4.4,73.5,IELTS,6.012328998027664,HSK1,Rejected,No Scholarship
BIT20250550,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,3.7,7.3,8.1,2,9.2,87.3,IELTS,7.364402164674332,HSK6,Admitted,Full Scholarship
BIT20250551,Postgraduate,Russia,Education,English-taught,3.22,5.0,4.6,1,5.8,81.8,IELTS,6.603483114061729,HSK1,Rejected,No Scholarship
BIT20250552,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.28,7.2,6.3,0,4.9,92.5,IELTS,6.9023003619746754,HSK5,Rejected,No Scholarship
BIT20250553,Postgraduate,Pakistan,Cyberspace Science and Technology,Chinese-taught,3.0,5.5,5.4,0,7.3,77.0,TOEFL,110.91977018300553,HSK4,Rejected,No Scholarship
BIT20250554,Postgraduate,Ethiopia,Education,English-taught,1.97,5.6,4.3,0,5.6,55.6,DUOLINGO,81.76607145174026,HSK1,Rejected,No Scholarship
BIT20250555,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,3.35,6.1,5.4,0,6.7,87.4,IELTS,6.032020979937662,HSK4,Admitted,No Scholarship
BIT20250556,Postgraduate,Kazakhstan,Cyberspace Science and Technology,Chinese-taught,2.52,5.8,3.8,0,7.3,48.0,TOEFL,88.25236371563122,HSK3,Rejected,No Scholarship
BIT20250557,Undergraduate,Pakistan,Foreign Languages,English-taught,3.71,8.5,6.7,1,7.7,87.7,TOEFL,82.31838984064578,HSK1,Rejected,No Scholarship
BIT20250558,Undergraduate,Malaysia,Humanities and Social Sciences,Chinese-taught,3.72,8.1,7.8,4,8.9,79.8,TOEFL,97.91076404356117,HSK5,Admitted,Partial Scholarship
BIT20250559,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,2.52,4.4,3.1,0,6.8,72.5,TOEFL,77.11130590566307,HSK3,Rejected,No Scholarship
BIT20250560,Postgraduate,Malaysia,Biomedical Engineering,English-taught,3.88,8.6,3.9,0,4.4,82.9,TOEFL,99.73861300531617,HSK2,Rejected,No Scholarship
BIT20250561,Postgraduate,Thailand,Electronics Science and Technology,Chinese-taught,3.11,6.1,5.4,0,7.1,79.3,TOEFL,100.34085015456881,HSK4,Rejected,No Scholarship
BIT20250562,Undergraduate,Egypt,Foreign Languages,English-taught,2.84,6.3,4.9,0,5.2,73.7,TOEFL,67.02269788371892,HSK1,Rejected,No Scholarship
BIT20250563,Undergraduate,Russia,Humanities and Social Sciences,English-taught,3.95,9.4,7.6,1,9.2,80.3,IELTS,7.447253189164902,HSK1,Admitted,Partial Scholarship
BIT20250564,Undergraduate,Morocco,Law,English-taught,3.45,2.1,4.1,0,5.8,58.9,TOEFL,68.45143108990305,HSK3,Rejected,No Scholarship
BIT20250565,Undergraduate,Pakistan,Law,English-taught,1.84,5.5,3.1,0,6.8,53.1,TOEFL,88.79004118373442,HSK1,Rejected,No Scholarship
BIT20250566,Postgraduate,Brazil,Optical Engineering,Chinese-taught,3.76,4.0,3.3,0,7.3,85.4,IELTS,6.871956770395239,HSK4,Rejected,No Scholarship
BIT20250567,Undergraduate,Mongolia,Automation,English-taught,2.86,5.1,6.2,0,5.2,70.5,IELTS,6.4339276221136465,HSK1,Rejected,No Scholarship
BIT20250568,Postgraduate,France,Chemical Engineering and Technology,English-taught,3.21,7.1,6.5,0,7.6,62.3,TOEFL,84.39244768686294,HSK2,Rejected,No Scholarship
BIT20250569,Dual Degree,France,Joint Mechanical Engineering,English-taught,2.88,5.0,4.1,0,7.7,76.8,DUOLINGO,102.78085185718061,HSK1,Admitted,No Scholarship
BIT20250570,Undergraduate,Pakistan,Foreign Languages,English-taught,3.04,4.8,7.0,2,8.0,83.9,IELTS,6.5673151300875645,HSK3,Admitted,No Scholarship
BIT20250571,Postgraduate,Malaysia,Law,English-taught,3.72,6.3,5.8,1,7.8,71.2,DUOLINGO,125.16230914357557,HSK1,Admitted,No Scholarship
BIT20250572,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,2.47,5.6,2.3,0,6.2,52.8,TOEFL,74.04596647112105,HSK3,Rejected,No Scholarship
BIT20250573,Undergraduate,Egypt,Economics,English-taught,2.71,5.2,0.2,0,8.7,81.9,IELTS,4.784853408111593,HSK2,Rejected,No Scholarship
BIT20250574,Postgraduate,Kazakhstan,Biomedical Engineering,English-taught,2.42,4.4,4.8,0,6.6,71.1,IELTS,4.169917240050729,HSK2,Rejected,No Scholarship
BIT20250575,Chinese Language,Malaysia,Chinese Language and Culture,Chinese-taught,3.12,4.7,1.8,0,7.4,75.4,IELTS,6.527432028720298,HSK3,Rejected,No Scholarship
BIT20250576,Dual Degree,Kenya,Joint Computer Science Program,Chinese-taught,3.75,4.1,4.8,1,5.9,67.4,DUOLINGO,96.65751739805354,HSK4,Rejected,No Scholarship
BIT20250577,Undergraduate,Kenya,Law,English-taught,3.01,3.6,4.8,0,5.1,84.4,DUOLINGO,77.20470781099175,HSK1,Rejected,No Scholarship
BIT20250578,Dual Degree,Thailand,Joint Business Administration Program,English-taught,2.68,4.7,3.0,0,4.1,74.9,IELTS,6.710635269731907,HSK1,Rejected,No Scholarship
BIT20250579,Postgraduate,France,Materials Science and Technology,Chinese-taught,2.95,4.9,4.2,0,6.2,80.9,IELTS,6.161986211758304,HSK3,Rejected,No Scholarship
BIT20250580,Undergraduate,Pakistan,Materials Science and Engineering,English-taught,3.31,9.7,6.8,3,8.8,79.6,DUOLINGO,111.15623537823268,HSK3,Admitted,Partial Scholarship
BIT20250581,Postgraduate,Kenya,Applied Economics,English-taught,3.6,6.1,8.2,1,9.0,82.6,IELTS,7.980300512389621,HSK3,Admitted,Partial Scholarship
BIT20250582,Dual Degree,Pakistan,Joint Mechanical Engineering,English-taught,3.09,5.8,5.0,0,7.5,86.4,DUOLINGO,118.19492366397274,HSK3,Admitted,No Scholarship
BIT20250583,Postgraduate,Thailand,Management Science and Engineering,English-taught,3.53,8.5,8.2,4,7.2,82.2,TOEFL,91.02956165003644,HSK2,Admitted,Partial Scholarship
BIT20250584,Undergraduate,France,Management,English-taught,3.32,4.0,4.3,1,5.5,77.5,TOEFL,110.15150522226956,HSK2,Rejected,No Scholarship
BIT20250585,Postgraduate,Zimbabwe,Physics,Chinese-taught,2.73,5.3,7.5,0,9.3,70.2,TOEFL,85.05833915162219,HSK4,Admitted,No Scholarship
BIT20250586,Undergraduate,Egypt,Aerospace Engineering,English-taught,2.37,3.9,7.2,0,6.5,66.1,IELTS,5.757783468923738,HSK3,Rejected,No Scholarship
BIT20250587,Undergraduate,Mongolia,Optics and Photonics,English-taught,3.59,4.6,4.0,0,6.3,74.3,IELTS,6.140428301180873,HSK1,Admitted,No Scholarship
BIT20250588,Undergraduate,Mongolia,Management,Chinese-taught,2.93,5.4,3.7,0,7.2,85.9,DUOLINGO,140.4726078110403,HSK4,Admitted,No Scholarship
BIT20250589,Undergraduate,Kenya,Mechanical Engineering,Chinese-taught,3.06,5.1,3.7,0,6.3,94.4,TOEFL,94.50158089521679,HSK5,Admitted,No Scholarship
BIT20250590,Undergraduate,Mongolia,Aerospace Engineering,English-taught,3.64,7.3,4.9,2,5.4,84.6,IELTS,7.1330421329577955,HSK2,Rejected,No Scholarship
BIT20250591,Undergraduate,Ethiopia,Life Science,English-taught,3.21,4.9,3.9,0,7.8,74.5,TOEFL,93.86652568462326,HSK1,Admitted,No Scholarship
BIT20250592,Postgraduate,Egypt,Electronics Science and Technology,English-taught,3.16,6.7,7.3,0,7.2,92.5,DUOLINGO,73.9775271187871,HSK1,Rejected,No Scholarship
BIT20250593,Undergraduate,Malaysia,Management,Chinese-taught,3.79,7.7,6.1,2,9.0,98.0,IELTS,7.465562017935855,HSK5,Admitted,Full Scholarship
BIT20250594,Undergraduate,Zimbabwe,Materials Science and Engineering,Chinese-taught,2.47,3.7,3.1,0,7.7,67.5,TOEFL,46.898603717194675,HSK3,Rejected,No Scholarship
BIT20250595,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.14,5.2,7.8,0,7.7,73.8,IELTS,6.707839483873862,HSK5,Admitted,No Scholarship
BIT20250596,Postgraduate,Ethiopia,Mathematics,English-taught,2.2,2.0,1.4,0,6.5,85.5,DUOLINGO,63.78431953908622,HSK3,Rejected,No Scholarship
BIT20250597,Postgraduate,Indonesia,Design,English-taught,2.73,6.4,6.1,0,5.9,60.7,IELTS,5.527998528469241,HSK1,Rejected,No Scholarship
BIT20250598,Undergraduate,Malaysia,Humanities and Social Sciences,English-taught,3.03,5.6,6.2,1,6.3,66.0,IELTS,6.1829304229061774,HSK1,Admitted,No Scholarship
BIT20250599,Undergraduate,Ethiopia,Materials Science and Engineering,Chinese-taught,2.3,4.6,7.0,0,5.8,81.7,IELTS,3.9165629193006386,HSK4,Rejected,No Scholarship
BIT20250600,Undergraduate,Pakistan,Mechanical Engineering,English-taught,2.93,6.2,6.7,1,6.8,80.9,TOEFL,86.50775850441815,HSK1,Rejected,No Scholarship
BIT20250601,Undergraduate,Thailand,Aerospace Engineering,English-taught,2.37,6.2,3.7,2,5.5,43.4,IELTS,4.84905120311722,HSK1,Rejected,No Scholarship
BIT20250602,Undergraduate,Morocco,Management,Chinese-taught,3.41,5.1,6.5,1,6.2,86.7,TOEFL,100.71091507026058,HSK5,Admitted,No Scholarship
BIT20250603,Undergraduate,Zimbabwe,Law,English-taught,2.84,5.6,10.0,0,6.3,67.5,TOEFL,57.444282446458956,HSK1,Rejected,No Scholarship
BIT20250604,Undergraduate,Morocco,Management,English-taught,3.11,8.9,5.9,1,6.8,82.8,DUOLINGO,78.53194216476383,HSK3,Rejected,No Scholarship
BIT20250605,Undergraduate,Thailand,Cyberspace Science and Technology,English-taught,2.32,3.0,2.3,0,5.8,42.3,TOEFL,81.81129332081608,HSK1,Rejected,No Scholarship
BIT20250606,Postgraduate,Thailand,Materials Science and Technology,English-taught,2.76,7.7,5.6,1,7.4,85.8,IELTS,6.542731387389838,HSK1,Rejected,No Scholarship
BIT20250607,Undergraduate,Ethiopia,Computer Science and Technology,English-taught,1.94,4.7,4.1,0,5.1,81.0,IELTS,5.751257246876845,HSK3,Rejected,No Scholarship
BIT20250608,Undergraduate,France,Physics,English-taught,3.73,8.9,8.7,2,9.0,89.4,DUOLINGO,122.94507239673123,HSK1,Admitted,Full Scholarship
BIT20250609,Postgraduate,Ethiopia,Optical Engineering,English-taught,3.62,6.1,6.9,1,8.3,98.4,DUOLINGO,130.51075985174185,HSK2,Admitted,Partial Scholarship
BIT20250610,Postgraduate,Morocco,Aeronautical and Astronautical Science and Technology,Chinese-taught,3.24,8.6,7.6,3,7.0,94.6,IELTS,6.339973072936638,HSK5,Admitted,Partial Scholarship
BIT20250611,Undergraduate,Ethiopia,Management,English-taught,3.91,5.9,5.0,1,8.2,74.9,TOEFL,83.19125963418273,HSK3,Rejected,No Scholarship
BIT20250612,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,2.73,3.8,6.5,0,6.1,77.0,IELTS,6.523430994064345,HSK5,Admitted,No Scholarship
BIT20250613,Postgraduate,Ethiopia,Biomedical Engineering,English-taught,2.9,7.0,1.4,0,4.6,81.9,DUOLINGO,66.72393204612641,HSK1,Rejected,No Scholarship
BIT20250614,Undergraduate,Brazil,Materials Science and Engineering,English-taught,2.62,3.7,3.3,0,7.0,59.0,IELTS,5.145241861977048,HSK1,Rejected,No Scholarship
BIT20250615,Chinese Language,Mongolia,Chinese Language and Culture,Chinese-taught,2.58,3.0,5.4,1,7.6,43.0,TOEFL,92.60412393260282,HSK3,Rejected,No Scholarship
BIT20250616,Dual Degree,Morocco,Joint Computer Science Program,Chinese-taught,3.44,4.1,5.3,1,6.8,87.6,TOEFL,85.67926599094893,HSK4,Admitted,No Scholarship
BIT20250617,Undergraduate,Brazil,Cyberspace Science and Technology,Chinese-taught,3.46,8.0,7.8,0,8.4,91.4,DUOLINGO,128.00470889555984,HSK6,Admitted,Partial Scholarship
BIT20250618,Undergraduate,France,Art and Design,English-taught,2.06,6.9,2.5,0,5.4,55.4,DUOLINGO,62.997652801382074,HSK3,Rejected,No Scholarship
BIT20250619,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.72,7.4,8.1,3,8.7,86.2,IELTS,7.686186375497626,HSK6,Admitted,Full Scholarship
BIT20250620,Postgraduate,Kenya,Law,English-taught,3.14,6.1,3.4,1,7.8,87.9,DUOLINGO,104.78275505965027,HSK3,Rejected,No Scholarship
BIT20250621,Undergraduate,Egypt,Law,English-taught,2.79,6.4,4.9,2,6.7,92.8,TOEFL,78.79169702998071,HSK2,Rejected,No Scholarship
BIT20250622,Undergraduate,Malaysia,Economics,English-taught,2.95,5.4,3.2,0,8.0,74.0,TOEFL,81.87684372461439,HSK1,Rejected,No Scholarship
BIT20250623,Undergraduate,Mongolia,Mathematics and Statistics,English-taught,2.31,3.7,6.2,0,5.4,61.7,DUOLINGO,87.78877112179005,HSK2,Rejected,No Scholarship
BIT20250624,Postgraduate,Malaysia,Information and Communication Engineering,Chinese-taught,2.92,9.1,4.8,0,8.0,84.3,IELTS,6.6024421734174545,HSK4,Rejected,No Scholarship
BIT20250625,Postgraduate,Ethiopia,Information and Communication Engineering,Chinese-taught,3.19,6.1,6.4,1,5.4,63.7,TOEFL,96.50553169927419,HSK4,Rejected,No Scholarship
BIT20250626,Undergraduate,Indonesia,Management,English-taught,2.47,3.4,4.1,0,6.1,45.1,DUOLINGO,74.97982533152339,HSK1,Rejected,No Scholarship
BIT20250627,Postgraduate,Mongolia,Education,Chinese-taught,3.53,5.5,4.5,1,6.5,84.9,IELTS,5.953849725120394,HSK5,Admitted,No Scholarship
BIT20250628,Postgraduate,Pakistan,Management Science and Engineering,Chinese-taught,3.99,7.1,7.1,0,9.0,80.0,DUOLINGO,120.33409942528891,HSK5,Admitted,Partial Scholarship
BIT20250629,Undergraduate,Indonesia,Humanities and Social Sciences,English-taught,3.06,5.7,3.4,1,8.3,74.0,DUOLINGO,98.39259277040274,HSK2,Admitted,No Scholarship
BIT20250630,Undergraduate,Russia,Automation,English-taught,3.48,7.2,6.1,0,7.9,86.7,IELTS,7.468261753716492,HSK1,Admitted,Partial Scholarship
BIT20250631,Postgraduate,India,Mathematics,Chinese-taught,2.74,5.3,3.9,0,6.0,55.2,DUOLINGO,50.205144639029754,HSK3,Rejected,No Scholarship
BIT20250632,Chinese Language,India,Chinese Language and Culture,Chinese-taught,3.02,5.1,5.0,0,5.8,60.0,IELTS,4.31037482798475,HSK3,Rejected,No Scholarship
BIT20250633,Postgraduate,India,Optical Engineering,English-taught,3.01,4.1,6.4,0,6.2,77.9,TOEFL,91.17242763440234,HSK3,Rejected,No Scholarship
BIT20250634,Postgraduate,Russia,Applied Economics,Chinese-taught,2.88,4.8,5.4,0,3.8,68.3,TOEFL,47.13800574045037,HSK3,Rejected,No Scholarship
BIT20250635,Undergraduate,Malaysia,Life Science,Chinese-taught,2.22,2.6,4.4,0,6.4,76.5,IELTS,4.503646036067672,HSK3,Rejected,No Scholarship
BIT20250636,Postgraduate,Pakistan,Design,English-taught,2.9,3.9,3.1,0,6.2,70.2,DUOLINGO,107.35494657148047,HSK1,Rejected,No Scholarship
BIT20250637,Postgraduate,Indonesia,Cyberspace Science and Technology,Chinese-taught,2.61,5.5,4.8,0,5.5,65.0,TOEFL,80.42610906800861,HSK4,Rejected,No Scholarship
BIT20250638,Undergraduate,Russia,Automation,Chinese-taught,2.71,2.7,3.1,0,6.9,66.2,TOEFL,65.9668277217572,HSK3,Rejected,No Scholarship
BIT20250639,Undergraduate,India,Art and Design,English-taught,2.32,2.5,4.3,0,6.0,62.7,DUOLINGO,56.30368579572155,HSK1,Rejected,No Scholarship
BIT20250640,Undergraduate,France,Aerospace Engineering,English-taught,2.74,4.0,3.3,0,6.3,71.3,IELTS,7.404886715832513,HSK1,Rejected,No Scholarship
BIT20250641,Undergraduate,Zimbabwe,Foreign Languages,English-taught,2.36,5.0,4.8,0,5.8,70.0,TOEFL,74.31510250688052,HSK1,Rejected,No Scholarship
BIT20250642,Undergraduate,Indonesia,Economics,English-taught,2.96,6.8,5.3,0,7.7,66.0,DUOLINGO,105.74737041420718,HSK2,Admitted,No Scholarship
BIT20250643,Undergraduate,Morocco,Aerospace Engineering,English-taught,2.98,5.5,7.2,0,9.0,82.3,IELTS,5.994522581376728,HSK1,Rejected,No Scholarship
BIT20250644,Undergraduate,Thailand,Physics,English-taught,2.8,8.1,6.7,1,4.2,67.1,TOEFL,97.9002705679767,HSK2,Rejected,No Scholarship
BIT20250645,Undergraduate,Russia,Computer Science and Technology,English-taught,2.39,5.8,3.3,0,4.2,79.8,TOEFL,47.50662676090875,HSK2,Rejected,No Scholarship
BIT20250646,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,2.73,2.7,3.3,0,5.3,57.2,IELTS,4.6012425780387805,HSK3,Rejected,No Scholarship
BIT20250647,Postgraduate,Pakistan,Chemical Engineering and Technology,English-taught,3.61,7.8,5.9,1,7.1,82.6,IELTS,6.298426174765085,HSK1,Admitted,No Scholarship
BIT20250648,Postgraduate,Morocco,Mathematics,Chinese-taught,3.14,6.1,3.6,0,7.6,78.8,TOEFL,66.12812846088609,HSK4,Rejected,No Scholarship
BIT20250649,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,3.1,4.4,5.0,0,7.4,75.3,IELTS,6.826489814316875,HSK4,Admitted,No Scholarship
BIT20250650,Postgraduate,Zimbabwe,Physics,Chinese-taught,3.27,3.8,4.3,0,6.7,57.6,DUOLINGO,54.97063530096135,HSK3,Rejected,No Scholarship
BIT20250651,Undergraduate,Indonesia,Economics,Chinese-taught,3.5,6.3,7.8,0,8.2,83.4,IELTS,7.828490975284436,HSK6,Admitted,Partial Scholarship
BIT20250652,Postgraduate,Kenya,Materials Science and Technology,English-taught,2.39,4.9,6.6,0,7.7,67.6,TOEFL,69.86503308003915,HSK2,Rejected,No Scholarship
BIT20250653,Postgraduate,Mongolia,Education,Chinese-taught,1.93,7.3,6.8,0,6.1,60.2,IELTS,4.023747758353331,HSK3,Rejected,No Scholarship
BIT20250654,Postgraduate,India,Instrument Science and Technology,Chinese-taught,3.71,5.8,6.8,0,6.2,66.9,TOEFL,98.32697827833314,HSK4,Admitted,No Scholarship
BIT20250655,Postgraduate,Indonesia,Computer Science and Technology,English-taught,3.51,3.5,3.9,0,4.9,52.2,TOEFL,90.35270622203971,HSK2,Rejected,No Scholarship
BIT20250656,Undergraduate,Ethiopia,Physics,English-taught,3.39,4.8,3.3,0,5.7,100.0,DUOLINGO,71.22636284829728,HSK3,Rejected,No Scholarship
BIT20250657,Undergraduate,Kenya,Physics,English-taught,2.26,6.1,2.0,0,6.3,70.1,TOEFL,85.37252751367006,HSK3,Rejected,No Scholarship
BIT20250658,Undergraduate,Brazil,Chemistry and Chemical Engineering,Chinese-taught,3.19,6.1,4.4,0,7.8,74.0,IELTS,6.651310027704287,HSK4,Admitted,No Scholarship
BIT20250659,Postgraduate,India,Computer Science and Technology,English-taught,2.75,1.4,3.8,0,4.2,51.4,DUOLINGO,50.974291588408406,HSK2,Rejected,No Scholarship
BIT20250660,Postgraduate,Zimbabwe,Electronics Science and Technology,English-taught,3.04,6.1,4.8,0,5.8,50.1,IELTS,3.296893972486667,HSK1,Rejected,No Scholarship
BIT20250661,Undergraduate,Egypt,Chemistry and Chemical Engineering,English-taught,2.6,2.9,1.9,0,3.7,53.8,DUOLINGO,41.43962894708061,HSK2,Rejected,No Scholarship
BIT20250662,Dual Degree,Ethiopia,Joint Business Administration Program,English-taught,3.13,6.8,4.3,0,5.4,91.5,DUOLINGO,91.29950181073038,HSK3,Rejected,No Scholarship
BIT20250663,Postgraduate,Brazil,Aeronautical and Astronautical Science and Technology,English-taught,2.37,5.8,0.7,0,5.7,50.3,IELTS,4.975940997631111,HSK1,Rejected,No Scholarship
BIT20250664,Undergraduate,Malaysia,Information and Electronics,English-taught,3.85,8.4,8.0,2,7.3,90.7,IELTS,8.078256477647336,HSK1,Admitted,Partial Scholarship
BIT20250665,Undergraduate,India,Optics and Photonics,English-taught,2.44,4.6,8.7,2,6.6,78.5,DUOLINGO,136.62212243530558,HSK1,Rejected,No Scholarship
BIT20250666,Undergraduate,Zimbabwe,Management,Chinese-taught,3.78,8.7,6.8,2,8.6,87.1,DUOLINGO,123.81754776401417,HSK6,Admitted,Full Scholarship
BIT20250667,Undergraduate,Kazakhstan,Management,English-taught,3.73,6.3,8.8,2,9.7,77.5,TOEFL,108.48066670423908,HSK1,Admitted,Partial Scholarship
BIT20250668,Undergraduate,Kenya,Economics,English-taught,2.07,4.2,5.6,0,7.6,83.1,DUOLINGO,56.15394425606699,HSK2,Rejected,No Scholarship
BIT20250669,Undergraduate,Kenya,Automation,English-taught,3.34,6.5,4.7,0,6.0,51.9,DUOLINGO,49.788973173620676,HSK1,Rejected,No Scholarship
BIT20250670,Undergraduate,Mongolia,Optics and Photonics,English-taught,2.84,7.4,6.2,0,4.8,100.0,TOEFL,70.70070590183494,HSK2,Rejected,No Scholarship
BIT20250671,Undergraduate,Morocco,Foreign Languages,English-taught,3.25,1.3,3.6,0,6.8,67.3,TOEFL,62.964507774571175,HSK2,Rejected,No Scholarship
BIT20250672,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.42,3.1,3.5,2,8.2,80.7,TOEFL,82.95174888303997,HSK5,Admitted,Partial Scholarship
BIT20250673,Undergraduate,Russia,Information and Electronics,English-taught,3.21,6.8,3.6,0,7.4,69.7,IELTS,4.451889144604089,HSK2,Rejected,No Scholarship
BIT20250674,Postgraduate,Kazakhstan,Statistics,Chinese-taught,2.75,3.8,0.7,0,7.1,52.3,TOEFL,61.3041610217139,HSK3,Rejected,No Scholarship
BIT20250675,Postgraduate,Egypt,Business Administration,Chinese-taught,2.89,5.9,5.9,0,4.9,55.8,TOEFL,75.22391812103619,HSK3,Rejected,No Scholarship
