application_id,program_category,bit_program_applied,degree_language,previous_gpa,academic_ranking_percentile,math_physics_background_score,research_alignment_score,publication_count,technical_competitions,english_test_type,english_score,chinese_proficiency,chinese_study_duration_months,language_certificate_authenticity,home_country,belt_road_country,developing_country,previous_china_experience,bit_partner_university,age,gender,financial_guarantee_available,family_income_tier,sponsorship_type,previous_scholarship,scholarship_essay_score,interview_score,sop_score,recommendation_strength,cultural_adaptability_score,document_authenticity_score,health_certificate_status,previous_visa_refusals,application_completeness_score,admission_decision,scholarship_tier,scholarship_amount_rmb
BIT20250615,Chinese Language,Chinese Language and Culture,Chinese-taught,3.28,82,5.4,6.8,0,0,TOEFL,83.7,HSK5,8,0.98,Egypt,1,1,0,0,31,Male,1,Low,Government,1,7.0,63.5,8.9,5.4,6.4,0.77,Valid,0,0.97,Admitted,Partial,22385
BIT20250616,Dual Degree,Joint Mechanical Engineering,English-taught,3.24,88,8.7,9.9,0,0,TOEFL,88.3,NO_EXAM,7,0.86,Kazakhstan,0,1,0,1,28,Male,1,Low,Self-funded,1,7.7,56.0,7.7,6.1,6.4,0.93,Valid,0,0.88,Admitted,Partial,26248
BIT20250617,Undergraduate,Life Science,English-taught,3.43,2,7.7,2.3,0,0,DUOLINGO,75.6,NO_EXAM,9,0.9,Kenya,1,0,1,0,26,Male,1,Medium,Self-funded,1,4.1,80.6,9.3,6.6,5.4,0.93,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250618,Undergraduate,Humanities and Social Sciences,English-taught,3.88,84,9.8,6.2,0,1,IELTS,83.1,NO_EXAM,5,0.81,Pakistan,1,1,0,1,34,Female,1,Medium,Self-funded,0,7.9,89.1,7.8,8.9,5.7,0.96,Valid,0,0.96,Admitted,Partial,24761
BIT20250619,Chinese Language,Chinese Language and Culture,Chinese-taught,3.65,98,6.2,4.6,0,3,DUOLINGO,89.9,HSK5,10,0.7,Indonesia,1,1,0,0,23,Female,1,Medium,Self-funded,0,8.3,85.0,7.2,7.4,6.1,0.99,Valid,0,0.88,Admitted,Partial,15431
BIT20250620,Postgraduate,Statistics,English-taught,2.87,43,8.1,0.4,2,1,IELTS,81.7,NO_EXAM,8,0.93,Kazakhstan,1,0,0,1,23,Female,1,High,Government,1,8.3,72.8,9.4,6.7,5.0,0.92,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250621,Undergraduate,Cyberspace Science and Technology,Chinese-taught,3.85,26,4.4,0.1,0,1,TOEFL,98.1,HSK6,4,0.96,Pakistan,1,0,0,0,27,Female,1,Medium,University,0,7.4,65.1,5.1,5.8,5.2,0.72,Valid,0,0.83,Rejected,None,0
BIT20250622,Undergraduate,Medical Technology,English-taught,3.43,71,6.4,1.2,0,1,IELTS,69.9,NO_EXAM,9,0.75,Morocco,1,1,0,0,27,Female,0,Medium,University,0,8.2,89.3,7.0,9.1,8.5,0.71,Valid,2,0.91,Rejected,None,0
BIT20250623,Undergraduate,Art and Design,English-taught,3.57,38,9.8,6.5,0,2,TOEFL,96.2,NO_EXAM,3,0.71,Mongolia,0,0,0,0,34,Male,1,High,Self-funded,0,7.8,98.6,6.7,5.1,8.1,0.92,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250624,Postgraduate,Physics,Chinese-taught,3.89,94,7.2,5.7,0,5,TOEFL,91.6,HSK5,5,0.75,Russia,1,1,0,1,31,Female,1,Medium,Government,0,4.7,73.3,8.6,6.7,9.7,0.72,Valid,0,0.92,Admitted,Partial,16452
BIT20250625,Postgraduate,Biomedical Engineering,English-taught,2.86,42,5.7,5.5,0,2,IELTS,79.3,HSK2,3,0.97,Kazakhstan,1,1,0,1,22,Male,1,Low,Self-funded,0,9.4,88.3,5.1,6.2,7.0,0.79,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250626,Undergraduate,Information and Electronics,Chinese-taught,3.29,5,4.7,0.3,0,3,IELTS,75.8,HSK6,7,0.79,Mongolia,0,0,0,0,20,Female,1,Medium,Government,1,7.7,100.0,8.3,5.6,7.2,0.74,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20250627,Postgraduate,Information and Communication Engineering,English-taught,3.09,11,8.2,4.7,1,3,TOEFL,64.2,HSK1,6,0.77,Ethiopia,1,0,0,0,28,Male,1,Medium,University,0,8.4,78.1,6.7,5.9,5.3,0.99,Invalid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20250628,Postgraduate,Education,Chinese-taught,2.67,65,7.9,9.2,0,1,DUOLINGO,77.0,HSK5,4,0.7,Egypt,1,0,0,1,31,Male,1,Low,Self-funded,1,6.1,78.3,5.5,7.5,5.8,0.79,Valid,0,0.83,Rejected,None,0
BIT20250629,Undergraduate,Cyberspace Science and Technology,English-taught,3.44,34,6.2,4.0,0,2,IELTS,95.5,NO_EXAM,9,0.79,France,0,1,0,1,32,Male,1,Low,Government,1,9.5,85.6,9.9,7.1,8.5,0.72,Valid,0,0.94,Admitted,Partial,18887
BIT20250630,Undergraduate,Life Science,English-taught,4.0,1,9.7,6.2,1,1,IELTS,84.4,HSK1,5,0.91,Kenya,1,1,1,0,20,Male,1,Low,Government,0,7.0,77.2,6.1,7.6,6.2,0.98,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250631,Postgraduate,Management Science and Engineering,Chinese-taught,2.56,83,4.1,7.8,0,0,IELTS,96.6,HSK5,10,0.99,Thailand,1,1,0,1,20,Female,1,Low,Company,0,8.1,93.4,6.7,8.6,8.9,0.88,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250632,Chinese Language,Chinese Language and Culture,Chinese-taught,3.29,2,5.8,7.8,0,1,NO_EXAM,78.8,HSK6,6,0.79,Indonesia,1,0,0,0,26,Male,1,High,University,0,9.7,76.0,6.0,9.5,8.5,0.71,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250633,Postgraduate,Mechanics,Chinese-taught,3.56,85,9.5,5.2,0,5,IELTS,92.1,HSK5,1,0.77,Zimbabwe,0,0,1,1,28,Male,0,Low,Government,1,9.5,79.7,8.3,5.6,8.7,0.95,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250634,Postgraduate,Theoretical Economics,Chinese-taught,3.35,20,5.9,8.6,0,1,IELTS,77.8,HSK5,8,0.97,Pakistan,1,0,0,1,32,Female,0,Low,Company,0,7.9,65.6,8.9,5.4,8.5,0.75,Valid,0,0.83,Rejected,None,0
BIT20250635,Undergraduate,Medical Technology,English-taught,3.25,61,5.5,3.9,2,2,TOEFL,75.3,HSK2,6,0.96,Egypt,0,0,0,0,34,Female,1,Medium,Government,0,5.0,77.6,9.3,6.6,8.5,0.94,Valid,2,0.89,Rejected,None,0
BIT20250636,Postgraduate,Instrument Science and Technology,Chinese-taught,2.78,87,7.2,8.9,0,1,TOEFL,83.9,HSK5,7,0.8,Malaysia,1,1,0,0,29,Male,1,Medium,University,0,9.7,69.9,6.6,7.7,7.7,0.88,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250637,Postgraduate,Safety Science and Technology,Chinese-taught,3.39,21,8.9,2.4,1,2,IELTS,78.4,HSK5,4,0.72,Brazil,1,1,0,0,34,Female,1,Medium,Self-funded,0,9.9,83.5,7.6,5.5,8.4,0.75,Valid,0,0.95,Admitted,Partial,19811
BIT20250638,Undergraduate,Economics,English-taught,3.0,88,4.6,2.8,0,5,NO_EXAM,69.6,NO_EXAM,2,1.0,Thailand,0,1,1,0,26,Male,1,Low,University,0,4.6,63.4,8.3,8.6,7.6,0.93,Valid,0,0.84,Rejected,None,0
BIT20250639,Undergraduate,Humanities and Social Sciences,Chinese-taught,2.42,68,9.7,0.5,0,0,TOEFL,83.2,HSK6,1,0.9,Russia,0,1,0,1,30,Female,0,High,Self-funded,0,6.7,89.8,8.1,7.8,6.0,0.84,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250640,Undergraduate,Cyberspace Science and Technology,Chinese-taught,3.78,12,8.8,8.0,0,1,TOEFL,86.1,HSK5,1,0.98,Mongolia,0,0,0,1,25,Male,1,Medium,Self-funded,0,7.3,71.3,8.6,8.7,6.1,0.89,Valid,0,0.81,Rejected,None,0
BIT20250641,Undergraduate,Mechanical Engineering,English-taught,3.68,22,5.1,4.2,2,2,IELTS,97.7,NO_EXAM,2,0.8,Russia,0,0,1,0,23,Male,1,Medium,Self-funded,0,4.6,97.8,8.8,6.8,7.0,0.96,Valid,1,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250642,Undergraduate,Foreign Languages,English-taught,3.32,20,8.3,2.3,0,1,DUOLINGO,94.4,NO_EXAM,0,0.89,Mongolia,0,0,0,1,24,Male,1,Medium,Self-funded,0,5.1,93.7,5.5,7.0,5.1,0.78,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20250643,Undergraduate,Management,English-taught,3.39,82,6.3,2.3,0,3,IELTS,97.2,HSK3,0,0.9,Malaysia,1,0,0,0,18,Male,1,Low,Government,1,7.2,85.4,5.8,9.0,9.4,0.81,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250644,Undergraduate,Materials Science and Engineering,English-taught,3.73,1,6.4,9.0,0,2,IELTS,92.2,HSK3,6,0.96,Pakistan,1,1,0,1,27,Male,1,High,University,0,9.8,64.6,8.7,6.3,6.3,1.0,Valid,0,0.91,Admitted,Full,52796
BIT20250645,Undergraduate,Foreign Languages,English-taught,3.39,30,8.7,8.3,2,4,IELTS,88.3,NO_EXAM,9,1.0,Pakistan,1,0,0,1,32,Male,1,Medium,Self-funded,0,4.2,73.7,7.4,6.9,5.3,0.85,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20250646,Chinese Language,Chinese Language and Culture,Chinese-taught,3.66,97,9.8,5.5,2,2,TOEFL,72.7,HSK5,11,0.73,India,0,1,0,1,31,Female,0,High,Self-funded,1,9.5,71.0,7.1,5.1,7.1,0.87,Valid,0,0.85,Admitted,Partial,24309
BIT20250647,Postgraduate,Design,English-taught,3.18,24,4.8,6.2,0,0,TOEFL,86.5,NO_EXAM,10,0.89,France,1,1,0,0,21,Male,1,Low,Self-funded,0,9.4,72.3,7.3,7.8,9.1,0.79,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250648,Postgraduate,Optical Engineering,English-taught,3.82,14,6.5,4.7,0,1,TOEFL,91.0,NO_EXAM,7,0.8,Indonesia,0,0,0,0,21,Female,0,High,Self-funded,0,9.1,95.8,6.9,9.3,7.0,0.82,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250649,Chinese Language,Chinese Language and Culture,Chinese-taught,3.43,36,6.9,3.9,1,2,IELTS,99.6,HSK6,5,0.94,Egypt,1,1,0,0,26,Male,1,Medium,University,1,6.3,78.5,8.0,5.1,6.3,0.85,Valid,0,0.93,Admitted,Partial,17967
BIT20250650,Postgraduate,Education,English-taught,3.38,69,6.3,9.2,3,1,TOEFL,91.9,NO_EXAM,6,0.93,Malaysia,0,1,0,0,32,Female,1,Medium,University,0,6.9,73.4,6.6,8.1,7.7,0.78,Valid,2,0.82,Rejected,None,0
BIT20250651,Undergraduate,Art and Design,English-taught,2.79,75,6.2,1.3,1,3,TOEFL,97.4,NO_EXAM,0,0.97,Brazil,0,0,1,0,29,Male,0,Medium,University,0,6.4,72.5,8.2,9.2,7.9,0.77,Valid,2,0.86,Rejected,None,0
BIT20250652,Postgraduate,Computer Science and Technology,Chinese-taught,3.41,24,4.3,4.2,1,1,IELTS,74.7,HSK5,0,0.8,Kazakhstan,1,1,0,1,26,Male,1,High,University,0,9.7,74.7,6.0,7.5,8.8,0.88,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250653,Postgraduate,Chemical Engineering and Technology,Chinese-taught,2.97,60,8.1,3.4,0,4,DUOLINGO,81.7,HSK5,8,0.76,India,1,0,0,0,20,Male,1,Medium,University,0,7.1,85.3,8.8,6.6,9.0,0.76,Valid,0,0.81,Rejected,None,0
BIT20250654,Postgraduate,Information and Communication Engineering,English-taught,3.04,95,6.6,5.0,1,2,IELTS,89.3,NO_EXAM,4,0.71,Pakistan,1,1,0,0,32,Female,1,Medium,Government,0,4.5,63.7,8.9,10.0,8.5,0.87,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250655,Postgraduate,Statistics,Chinese-taught,2.97,55,5.2,4.6,0,0,TOEFL,96.6,HSK5,6,0.78,Kenya,1,0,0,0,28,Male,0,Medium,Government,0,5.6,81.0,7.9,5.3,5.0,0.91,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250656,Undergraduate,Materials Science and Engineering,English-taught,2.87,77,8.9,5.2,1,3,IELTS,83.5,HSK1,5,0.81,Ethiopia,1,0,0,0,23,Male,0,Low,University,0,6.8,84.2,6.8,6.1,5.0,0.76,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250657,Undergraduate,Aerospace Engineering,English-taught,4.0,80,8.8,1.4,0,0,TOEFL,84.2,NO_EXAM,3,0.98,Indonesia,1,1,1,0,32,Male,1,Low,Government,0,9.7,62.6,5.1,9.4,9.9,0.92,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250658,Undergraduate,Optics and Photonics,English-taught,3.83,24,6.9,5.1,0,1,NO_EXAM,91.9,NO_EXAM,0,0.85,Mongolia,1,1,0,0,24,Male,1,Medium,Company,0,7.4,65.8,5.6,6.5,6.3,0.81,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250659,Postgraduate,Cyberspace Science and Technology,English-taught,4.0,77,5.8,2.4,1,3,NO_EXAM,73.7,NO_EXAM,3,0.87,Thailand,0,0,0,0,31,Female,1,Low,University,0,8.2,79.5,5.4,9.1,6.4,1.0,Valid,1,0.84,Rejected,None,0
BIT20250660,Postgraduate,Safety Science and Technology,Chinese-taught,2.81,24,7.8,1.8,0,0,IELTS,100.0,HSK6,9,0.96,Malaysia,0,0,0,0,21,Female,1,Medium,Self-funded,0,4.5,94.4,5.1,6.7,8.7,0.99,Valid,0,0.8,Rejected,None,0
BIT20250661,Undergraduate,Materials Science and Engineering,Chinese-taught,3.33,54,5.7,0.6,0,4,IELTS,76.2,HSK5,9,0.97,Kazakhstan,1,1,0,0,18,Male,1,Medium,Self-funded,0,9.3,92.0,8.6,9.1,7.9,0.94,Valid,0,0.83,Rejected,None,0
BIT20250662,Dual Degree,Joint Business Administration Program,English-taught,2.78,26,5.4,7.6,0,0,IELTS,65.8,HSK3,7,0.86,Ethiopia,1,0,0,0,30,Male,0,Medium,Self-funded,0,7.2,73.9,9.8,8.4,7.3,0.8,Valid,0,0.81,Rejected,None,0
BIT20250663,Postgraduate,Optical Engineering,English-taught,3.02,66,8.4,4.3,0,4,DUOLINGO,85.1,HSK1,11,0.73,Kenya,1,1,0,1,28,Male,1,Low,University,0,9.5,94.1,5.1,7.3,5.6,0.98,Valid,0,0.89,Admitted,Full,43501
BIT20250664,Undergraduate,Automation,English-taught,2.93,80,4.2,6.3,0,2,TOEFL,100.0,HSK2,10,0.78,Thailand,0,1,0,1,26,Female,0,Medium,University,0,6.7,76.8,5.6,7.6,5.4,1.0,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250665,Undergraduate,Cyberspace Science and Technology,English-taught,3.8,38,4.6,7.3,1,2,IELTS,90.9,NO_EXAM,0,0.84,Russia,1,1,0,0,28,Male,1,Medium,Government,1,8.1,76.7,9.3,5.9,8.5,0.84,Valid,1,0.93,Admitted,Partial,21326
BIT20250666,Undergraduate,Mechanical Engineering,English-taught,3.14,65,4.0,6.8,0,2,IELTS,92.5,NO_EXAM,1,0.93,France,1,1,0,0,23,Male,1,Medium,University,0,6.8,80.9,8.4,5.6,5.6,0.88,Valid,0,0.83,Rejected,None,0
BIT20250667,Undergraduate,Medical Technology,English-taught,3.73,75,4.9,4.7,1,1,NO_EXAM,85.4,NO_EXAM,7,0.91,India,1,1,0,1,33,Male,1,Low,Self-funded,0,4.9,88.4,7.0,8.6,7.2,0.7,Valid,0,0.84,Rejected,None,0
BIT20250668,Undergraduate,Aerospace Engineering,Chinese-taught,3.54,51,4.4,3.9,0,1,TOEFL,83.5,HSK5,1,0.89,Pakistan,1,1,1,0,22,Male,1,Low,Government,0,5.6,73.9,10.0,9.2,8.7,0.71,Valid,0,0.96,Admitted,Partial,27792
BIT20250669,Undergraduate,Medical Technology,Chinese-taught,4.0,35,10.0,3.8,0,0,IELTS,69.6,HSK6,10,0.96,Malaysia,1,1,1,0,18,Female,1,Medium,Self-funded,0,4.4,76.0,7.9,8.6,9.6,0.85,Valid,0,0.92,Admitted,Partial,22993
BIT20250670,Undergraduate,Cyberspace Science and Technology,English-taught,2.71,43,5.7,6.4,0,4,IELTS,62.4,NO_EXAM,11,0.94,Kazakhstan,1,0,0,0,31,Male,1,Medium,Self-funded,0,6.6,67.5,8.3,9.6,9.4,0.88,Valid,0,0.81,Rejected,None,0
BIT20250671,Undergraduate,Foreign Languages,Chinese-taught,3.8,29,4.9,4.9,1,1,IELTS,87.0,HSK5,9,0.99,Zimbabwe,1,1,0,1,23,Female,1,Low,Government,0,7.9,83.5,8.3,9.5,9.3,0.79,Valid,0,0.97,Admitted,Partial,16202
BIT20250672,Chinese Language,Chinese Language and Culture,Chinese-taught,3.76,37,5.4,8.5,0,0,TOEFL,98.1,HSK5,8,0.97,Egypt,1,1,0,1,29,Male,1,Medium,Government,0,5.5,89.3,6.1,8.9,6.8,0.73,Valid,0,0.93,Admitted,Full,53960
BIT20250673,Undergraduate,Mathematics and Statistics,English-taught,2.91,81,9.6,8.7,0,1,NO_EXAM,88.4,HSK1,2,0.76,Russia,0,1,1,0,24,Female,0,High,Government,0,6.9,89.9,7.4,9.5,9.6,0.93,Valid,0,0.84,Rejected,None,0
BIT20250674,Postgraduate,Control Science and Engineering,English-taught,3.7,58,7.1,1.7,0,1,DUOLINGO,91.2,NO_EXAM,2,0.72,Malaysia,1,1,1,0,27,Male,1,Low,Company,1,6.8,66.3,6.1,5.8,8.4,0.83,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250675,Postgraduate,Design,English-taught,3.43,54,6.2,1.4,0,1,IELTS,100.0,NO_EXAM,5,0.82,Pakistan,1,0,1,0,27,Female,0,Medium,Government,1,7.2,76.2,7.5,8.7,9.4,0.89,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250676,Dual Degree,Joint Computer Science Program,English-taught,3.21,39,9.2,6.3,1,0,DUOLINGO,88.3,NO_EXAM,2,0.89,Kazakhstan,1,1,0,1,30,Male,1,High,Self-funded,0,5.1,92.5,5.2,8.8,5.4,0.9,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250677,Undergraduate,Economics,Chinese-taught,2.97,42,6.4,3.0,0,1,IELTS,83.8,HSK6,8,0.89,Thailand,0,1,0,1,24,Female,1,High,Government,0,7.2,82.3,6.9,5.8,5.2,0.86,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250678,Undergraduate,Mathematics and Statistics,English-taught,3.01,28,6.0,0.2,0,2,IELTS,76.8,NO_EXAM,10,0.78,Malaysia,1,0,0,0,18,Female,1,Low,University,0,6.2,80.3,6.9,9.5,7.1,0.75,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250679,Dual Degree,Joint Mechanical Engineering,English-taught,4.0,29,5.2,8.9,0,3,NO_EXAM,100.0,NO_EXAM,7,0.96,Brazil,1,0,0,1,32,Male,1,Low,University,0,5.7,80.1,6.5,5.0,9.1,0.88,Valid,0,0.91,Admitted,Full,53247
BIT20250680,Chinese Language,Chinese Language and Culture,Chinese-taught,3.3,43,6.3,2.3,1,1,IELTS,90.3,HSK5,3,0.8,Russia,0,0,0,0,31,Male,1,High,University,0,7.5,85.4,5.4,7.2,7.0,0.8,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250681,Chinese Language,Chinese Language and Culture,Chinese-taught,3.61,3,5.9,9.3,1,0,IELTS,75.6,HSK6,5,0.98,Brazil,1,1,0,0,30,Female,1,Low,Self-funded,0,4.9,82.9,8.9,5.1,9.4,0.95,Valid,0,0.91,Admitted,Full,50339
BIT20250682,Undergraduate,Materials Science and Engineering,English-taught,2.98,10,8.1,7.2,0,2,NO_EXAM,73.3,NO_EXAM,7,0.84,Indonesia,1,1,0,0,24,Male,1,Medium,Self-funded,1,9.4,74.2,7.1,7.6,6.2,0.76,Valid,0,0.81,Rejected,None,0
BIT20250683,Undergraduate,Foreign Languages,English-taught,2.99,59,5.7,7.6,0,2,IELTS,97.5,HSK1,3,0.7,Thailand,1,1,0,0,29,Female,0,Medium,Self-funded,0,9.6,88.8,9.1,7.1,5.2,0.79,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250684,Postgraduate,Mechanics,Chinese-taught,3.73,14,7.5,2.0,1,1,TOEFL,74.6,HSK5,4,0.75,Egypt,1,1,0,0,25,Male,1,Medium,Self-funded,1,8.0,68.0,9.2,8.1,8.8,0.83,Valid,0,0.87,Admitted,Partial,26794
BIT20250685,Dual Degree,Joint Computer Science Program,English-taught,2.76,76,4.4,2.3,0,0,NO_EXAM,100.0,NO_EXAM,6,0.73,Brazil,0,1,1,1,32,Male,1,Low,Government,1,5.8,93.2,6.1,8.8,8.1,0.92,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20250686,Postgraduate,Teaching Chinese to Speakers of Other Languages,English-taught,3.13,47,5.1,5.2,1,1,TOEFL,57.4,NO_EXAM,7,0.71,Zimbabwe,0,1,0,0,34,Male,1,High,Self-funded,0,7.8,71.0,7.1,8.8,7.2,0.92,Valid,0,0.89,Rejected,None,0
BIT20250687,Postgraduate,Theoretical Economics,English-taught,3.31,42,6.4,1.7,1,2,IELTS,99.2,NO_EXAM,6,0.91,Indonesia,0,0,1,0,29,Male,0,Low,Government,0,7.6,85.5,8.6,8.6,9.2,0.8,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250688,Undergraduate,Life Science,English-taught,3.34,94,9.6,3.1,1,0,IELTS,89.9,NO_EXAM,7,0.76,Ethiopia,0,0,1,0,30,Male,0,Medium,University,1,6.3,78.4,7.5,5.5,9.1,0.85,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250689,Chinese Language,Chinese Language and Culture,Chinese-taught,3.23,32,6.3,3.2,2,4,IELTS,86.2,HSK5,3,0.95,Indonesia,1,1,0,0,25,Male,1,Medium,Self-funded,0,5.7,75.2,9.3,7.1,6.6,0.77,Invalid,0,0.98,Admitted,Partial,18952
BIT20250690,Undergraduate,Optics and Photonics,English-taught,3.46,32,8.0,1.6,1,0,IELTS,83.2,NO_EXAM,0,0.78,Egypt,1,0,0,0,27,Female,1,Low,Self-funded,0,5.0,93.6,7.9,9.1,9.2,0.93,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250691,Undergraduate,Optics and Photonics,English-taught,3.58,42,5.5,2.1,0,4,TOEFL,100.0,NO_EXAM,5,0.71,Malaysia,0,0,0,0,24,Female,1,Low,Self-funded,1,5.3,87.4,8.1,8.3,6.7,0.76,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250692,Postgraduate,Instrument Science and Technology,English-taught,3.59,32,4.8,7.9,0,3,IELTS,92.1,NO_EXAM,4,0.95,Mongolia,1,0,0,0,19,Male,1,High,University,0,7.9,79.4,8.9,8.4,8.1,0.95,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250693,Postgraduate,Teaching Chinese to Speakers of Other Languages,Chinese-taught,2.91,26,4.4,1.7,0,1,IELTS,76.0,HSK6,10,0.84,Zimbabwe,1,0,0,0,33,Male,1,Medium,Self-funded,0,9.3,97.5,5.6,6.1,6.0,0.98,Valid,2,0.99,Rejected,None,0
BIT20250694,Undergraduate,Economics,Chinese-taught,3.19,1,5.8,0.3,2,0,TOEFL,67.8,HSK6,3,0.88,Indonesia,1,1,1,0,21,Female,1,Medium,Self-funded,0,6.3,89.8,7.9,6.6,6.3,1.0,Valid,1,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20250695,Undergraduate,Art and Design,Chinese-taught,3.78,56,4.9,6.3,0,1,TOEFL,86.8,HSK5,1,0.8,Kazakhstan,1,1,0,0,23,Male,1,Medium,Government,1,4.7,71.9,5.4,9.8,7.2,0.96,Valid,1,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250696,Postgraduate,Chemistry,English-taught,3.66,2,5.0,9.8,0,1,DUOLINGO,85.0,NO_EXAM,0,0.71,Russia,1,1,0,0,24,Female,1,Low,Government,1,4.1,57.4,6.3,9.2,6.6,0.77,Valid,0,0.99,Admitted,Full,54778
BIT20250697,Undergraduate,Automation,English-taught,2.75,81,8.6,3.3,0,3,IELTS,69.8,HSK2,8,0.81,Kazakhstan,1,1,1,0,21,Male,0,Medium,Government,0,6.4,81.1,6.1,5.8,5.6,0.82,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250698,Postgraduate,Design,English-taught,3.44,30,4.1,1.2,0,3,DUOLINGO,84.4,HSK1,11,0.86,Mongolia,1,1,0,0,27,Female,1,Low,Government,0,5.4,93.8,7.8,7.7,7.4,0.73,Valid,0,0.89,Admitted,Full,48244
BIT20250699,Undergraduate,Materials Science and Engineering,Chinese-taught,2.51,71,7.3,5.7,0,0,TOEFL,79.3,HSK6,1,0.7,Thailand,1,1,0,1,21,Female,1,Medium,University,1,5.9,86.1,9.2,7.5,7.6,0.75,Valid,0,0.84,Rejected,None,0
BIT20250700,Postgraduate,Control Science and Engineering,English-taught,3.32,52,6.3,9.1,0,1,IELTS,85.1,NO_EXAM,8,0.87,Malaysia,1,0,0,1,22,Female,0,Low,University,0,5.5,95.7,5.7,7.2,5.8,0.71,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250701,Postgraduate,Power Engineering and Engineering Thermophysics,English-taught,4.0,91,7.0,7.8,0,2,IELTS,92.3,NO_EXAM,5,0.97,Kazakhstan,1,1,0,1,31,Male,1,Medium,Government,1,8.0,74.0,8.8,7.4,5.9,0.89,Valid,0,0.93,Admitted,Partial,16736
BIT20250702,Undergraduate,Information and Electronics,English-taught,2.92,9,7.4,6.2,2,1,IELTS,99.9,NO_EXAM,5,0.77,Russia,1,0,0,0,28,Male,1,Medium,Government,0,7.8,78.8,5.7,8.2,5.1,0.86,Valid,0,0.81,Rejected,None,0
BIT20250703,Undergraduate,Management,English-taught,2.97,22,5.9,3.2,1,3,TOEFL,94.1,NO_EXAM,1,0.98,Kenya,1,1,0,0,19,Male,0,Low,Self-funded,1,9.5,79.1,5.9,9.8,5.2,0.98,Valid,0,0.82,Rejected,None,0
BIT20250704,Undergraduate,Aerospace Engineering,English-taught,3.61,34,5.8,5.4,0,2,IELTS,77.8,NO_EXAM,5,0.73,Mongolia,0,1,0,1,26,Female,1,Low,Self-funded,0,8.2,82.4,9.6,9.4,6.8,0.84,Valid,0,0.8,Rejected,None,0
BIT20250705,Undergraduate,Law,English-taught,2.68,49,8.4,0.9,0,2,NO_EXAM,88.7,NO_EXAM,2,0.95,Kenya,1,0,0,0,29,Male,1,Low,University,0,5.0,87.7,5.0,9.4,5.7,0.89,Valid,0,0.84,Rejected,None,0
BIT20250706,Dual Degree,Joint Mechanical Engineering,Chinese-taught,3.05,1,9.2,6.8,2,0,TOEFL,85.6,HSK5,6,0.95,Indonesia,1,0,0,0,18,Female,1,High,Self-funded,0,8.5,96.3,6.0,8.5,9.6,0.82,Valid,1,0.84,Rejected,None,0
